Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:46:40

Pixel   Wavelength(nm)    Intensity
1540         889.47        33
1541         889.89        36
1542         890.31        41
1543         890.73        33
1544         891.15        43
1545         891.57        39
1546         891.99        33
1547         892.41        36
1548         892.83        39
1549         893.24        29
1550         893.66        33
1551         894.08        31
1552         894.50        41
1553         894.92        32
1554         895.34        36
1555         895.76        33
1556         896.18        33
1557         896.60        31
1558         897.02        32
1559         897.44        32
1560         897.86        33
1561         898.28        43
1562         898.69        33
1563         899.11        34
1564         899.53        34
1565         899.95        31
1566         900.37        35
1567         900.79        35
1568         901.21        36
1569         901.63        37
1570         902.05        31
1571         902.47        32
1572         902.89        35
1573         903.31        39
1574         903.73        35
1575         904.15        36
1576         904.57        31
1577         904.99        42
1578         905.41        52
1579         905.83        33
1580         906.25        32
1581         906.67        32
1582         907.09        33
1583         907.51        33
1584         907.93        38
1585         908.34        31
1586         908.76        32
1587         909.18        34
1588         909.60        32
1589         910.02        38
1590         910.44        32
1591         910.86        36
1592         911.28        34
1593         911.70        33
1594         912.12        31
1595         912.54        36
1596         912.96        29
1597         913.38        31
1598         913.80        33
1599         914.22        32
1600         914.64        28
1601         915.06        35
1602         915.48        32
1603         915.90        31
1604         916.32        29
1605         916.74        39
1606         917.16        32
1607         917.58        30
1608         918.00        36
1609         918.42        35
1610         918.84        32
1611         919.26        41
1612         919.68        32
1613         920.10        32
1614         920.53        33
1615         920.95        41
1616         921.37        38
1617         921.79        35
1618         922.21        33
1619         922.63        36
1620         923.05        35
1621         923.47        29
1622         923.89        40
1623         924.31        38
1624         924.73        35
1625         925.15        36
1626         925.57        35
1627         925.99        38
1628         926.41        34
1629         926.83        40
1630         927.25        37
1631         927.67        39
1632         928.09        38
1633         928.51        41
1634         928.93        34
1635         929.35        38
1636         929.77        42
1637         930.19        40
1638         930.62        39
1639         931.04        38
1640         931.46        41
1641         931.88        39
1642         932.30        38
1643         932.72        46
1644         933.14        37
1645         933.56        42
1646         933.98        43
1647         934.40        38
1648         934.82        46
1649         935.24        43
1650         935.66        44
1651         936.08        36
1652         936.51        36
1653         936.93        44
1654         937.35        39
1655         937.77        38
1656         938.19        44
1657         938.61        40
1658         939.03        40
1659         939.45        40
1660         939.87        41
1661         940.29        42
1662         940.71        38
1663         941.14        41
1664         941.56        41
1665         941.98        38
1666         942.40        43
1667         942.82        44
1668         943.24        45
1669         943.66        42
1670         944.08        41
1671         944.50        49
1672         944.92        40
1673         945.35        40
1674         945.77        39
1675         946.19        45
1676         946.61        42
1677         947.03        37
1678         947.45        47
1679         947.87        39
1680         948.29        36
1681         948.72        40
1682         949.14        39
1683         949.56        44
1684         949.98        39
1685         950.40        37
1686         950.82        37
1687         951.24        44
1688         951.66        38
1689         952.09        44
1690         952.51        41
1691         952.93        36
1692         953.35        37
1693         953.77        34
1694         954.19        35
1695         954.61        35
1696         955.04        43
1697         955.46        47
1698         955.88        40
1699         956.30        42
1700         956.72        33
1701         957.14        45
1702         957.56        38
1703         957.99        39
1704         958.41        31
1705         958.83        36
1706         959.25        40
1707         959.67        38
1708         960.09        40
1709         960.52        43
1710         960.94        34
1711         961.36        33
1712         961.78        36
1713         962.20        31
1714         962.62        34
1715         963.05        35
1716         963.47        38
1717         963.89        30
1718         964.31        31
1719         964.73        38
1720         965.15        41
1721         965.58        34
1722         966.00        34
1723         966.42        37
1724         966.84        31
1725         967.26        34
1726         967.69        38
1727         968.11        29
1728         968.53        43
1729         968.95        33
1730         969.37        33
1731         969.79        34
1732         970.22        33
1733         970.64        30
1734         971.06        32
1735         971.48        35
1736         971.90        35
1737         972.33        37
1738         972.75        31
1739         973.17        34
1740         973.59        28
1741         974.01        34
1742         974.44        35
1743         974.86        35
1744         975.28        31
1745         975.70        26
1746         976.12        30
1747         976.55        25
1748         976.97        35
1749         977.39        26
1750         977.81        31
1751         978.24        29
1752         978.66        39
1753         979.08        29
1754         979.50        30
1755         979.92        27
1756         980.35        35
1757         980.77        29
1758         981.19        29
1759         981.61        28
1760         982.03        31
1761         982.46        28
1762         982.88        24
1763         983.30        31
1764         983.72        29
1765         984.15        28
1766         984.57        30
1767         984.99        29
1768         985.41        30
1769         985.84        28
1770         986.26        33
1771         986.68        29
1772         987.10        30
1773         987.53        23
1774         987.95        27
1775         988.37        33
1776         988.79        27
1777         989.21        28
1778         989.64        26
1779         990.06        33
1780         990.48        30
1781         990.90        28
1782         991.33        26
1783         991.75        35
1784         992.17        29
1785         992.59        28
1786         993.02        30
1787         993.44        33
1788         993.86        27
1789         994.29        28
1790         994.71        27
1791         995.13        29
1792         995.55        26
1793         995.98        33
1794         996.40        32
1795         996.82        23
1796         997.24        27
1797         997.67        28
1798         998.09        30
1799         998.51        24
1800         998.93        31
1801         999.36        31
1802         999.78        24
1803        1000.20        25
1804        1000.63        35
1805        1001.05        29
1806        1001.47        27
1807        1001.89        30
1808        1002.32        31
1809        1002.74        35
1810        1003.16        32
1811        1003.58        25
1812        1004.01        26
1813        1004.43        31
1814        1004.85        33
1815        1005.28        34
1816        1005.70        31
1817        1006.12        25
1818        1006.54        34
1819        1006.97        31
1820        1007.39        29
1821        1007.81        34
1822        1008.24        33
1823        1008.66        26
1824        1009.08        31
1825        1009.50        38
1826        1009.93        36
1827        1010.35        33
1828        1010.77        35
1829        1011.20        35
1830        1011.62        36
1831        1012.04        30
1832        1012.47        33
1833        1012.89        33
1834        1013.31        32
1835        1013.73        37
1836        1014.16        30
1837        1014.58        33
1838        1015.00        32
1839        1015.43        32
1840        1015.85        35
1841        1016.27        37
1842        1016.70        29
1843        1017.12        32
1844        1017.54        36
1845        1017.97        35
1846        1018.39        39
1847        1018.81        33
1848        1019.24        39
1849        1019.66        33
1850        1020.08        31
1851        1020.50        33
1852        1020.93        34
1853        1021.35        35
1854        1021.77        35
1855        1022.20        36
1856        1022.62        38
1857        1023.04        32
1858        1023.47        32
1859        1023.89        33
1860        1024.31        35
1861        1024.74        30
1862        1025.16        31
1863        1025.58        35
1864        1026.01        36
1865        1026.43        36
1866        1026.85        32
1867        1027.28        34
1868        1027.70        31
1869        1028.12        41
1870        1028.55        34
1871        1028.97        37
1872        1029.39        32
1873        1029.82        31
1874        1030.24        38
1875        1030.66        36
1876        1031.09        30
1877        1031.51        36
1878        1031.93        41
1879        1032.36        32
1880        1032.78        33
1881        1033.20        35
1882        1033.63        32
1883        1034.05        36
1884        1034.47        31
1885        1034.90        30
1886        1035.32        31
1887        1035.75        35
1888        1036.17        33
1889        1036.59        36
1890        1037.02        26
1891        1037.44        31
1892        1037.86        32
1893        1038.29        31
1894        1038.71        27
1895        1039.13        30
1896        1039.56        32
1897        1039.98        34
1898        1040.40        31
1899        1040.83        32
1900        1041.25        31
1901        1041.67        33
1902        1042.10        34
1903        1042.52        27
1904        1042.95        35
1905        1043.37        38
1906        1043.79        29
1907        1044.22        34
1908        1044.64        32
1909        1045.06        31
1910        1045.49        28
1911        1045.91        36
1912        1046.33        31
1913        1046.76        29
1914        1047.18        34
1915        1047.61        34
1916        1048.03        35
1917        1048.45        29
1918        1048.88        28
1919        1049.30        33
1920        1049.72        29
1921        1050.15        32
1922        1050.57        28
1923        1051.00        30
1924        1051.42        23
1925        1051.84        31
1926        1052.27        28
1927        1052.69        30
1928        1053.11        31
1929        1053.54        30
1930        1053.96        30
1931        1054.39        22
1932        1054.81        27
1933        1055.23        25
1934        1055.66        26
1935        1056.08        37
1936        1056.51        30
1937        1056.93        29
1938        1057.35        23
1939        1057.78        23
1940        1058.20        31
1941        1058.62        36
1942        1059.05        28
1943        1059.47        25
1944        1059.90        28
1945        1060.32        29
1946        1060.74        25
1947        1061.17        29
1948        1061.59        24
1949        1062.02        35
1950        1062.44        27
1951        1062.86        27
1952        1063.29        29
1953        1063.71        32
1954        1064.14        32
1955        1064.56        27
1956        1064.98        35
1957        1065.41        26
1958        1065.83        23
1959        1066.26        27
1960        1066.68        19
1961        1067.10        29
1962        1067.53        28
1963        1067.95        29
1964        1068.37        27
1965        1068.80        27
1966        1069.22        28
1967        1069.65        25
1968        1070.07        29
1969        1070.50        25
1970        1070.92        26
1971        1071.34        24
1972        1071.77        26
1973        1072.19        34
1974        1072.62        29
1975        1073.04        28
1976        1073.46        31
1977        1073.89        28
1978        1074.31        29
1979        1074.74        32
1980        1075.16        29
1981        1075.58        29
1982        1076.01        25
1983        1076.43        26
1984        1076.86        26
1985        1077.28        25
1986        1077.70        27
1987        1078.13        29
1988        1078.55        27
1989        1078.98        31
1990        1079.40        37
1991        1079.83        31
1992        1080.25        31
1993        1080.67        28
1994        1081.10        28
1995        1081.52        25
1996        1081.95        27
1997        1082.37        31
1998        1082.79        28
1999        1083.22        34
2000        1083.64        30
2001        1084.07        30
2002        1084.49        32
2003        1084.92        36
2004        1085.34        33
2005        1085.76        36
2006        1086.19        33
2007        1086.61        29
2008        1087.04        34
2009        1087.46        31
2010        1087.88        30
2011        1088.31        33
2012        1088.73        37
2013        1089.16        36
2014        1089.58        30
2015        1090.01        30
2016        1090.43        26
2017        1090.85        34
2018        1091.28        26
2019        1091.70        33
2020        1092.13        34
2021        1092.55        32
2022        1092.98        32
2023        1093.40        30
2024        1093.82        28
2025        1094.25        33
2026        1094.67        35
2027        1095.10        32
2028        1095.52        36
2029        1095.95        34
2030        1096.37        33
2031        1096.79        34
2032        1097.22        40
2033        1097.64        35
2034        1098.07        34
2035        1098.49        32
2036        1098.92        40
2037        1099.34        31
2038        1099.76        37
2039        1100.19        38
2040        1100.61        27
2041        1101.04        31
2042        1101.46        38
2043        1101.89        39
2044        1102.31        35
2045        1102.74        34
2046        1103.16        37
2047        1103.58        40
2048        1104.01        37


